ID,Action,Question,Options
872,KEEP,"Match List-I with List-II and select the correct answer using the code given below the Lists: List-I (System/Category) List-II (Description) A. Upari 1. Peasants directly responsible for the payment of revenue B. Pattadar 2. Category of tenancy tenure held under the Marathas C. Mirasidar 3. Gifts of land or land revenue D. Inam lands 4. Co-parcenary title holder and designated revenue payer in southern India","A. A-2, B-1, C-4, D-3   |   B. A-2, B-4, C-1, D-3   |   C. A-3, B-4, C-1, D-2   |   D. A-3, B-1, C-4, D-2"
873,KEEP,"Which of the following statements about Vijayanagara king Krishnadevaraya's expeditions are correct? 1. In the early years of his reign he marched against the ruler of Orissa. 2. In 1520 CE, he captured the fort of Raichur from Ismail Adil Khan. 3. Krishnadevaraya restored Sultan Mahmud Shah to power and assumed the title of Yavana-rajya-sthapan-acharya. Select the correct answer using the code given below:","A. 1 and 3 only   |   B. 2 and 3 only   |   C. 1, 2 and 3   |   D. 1 and 2 only"
874,KEEP,"Water gas is a mixture of:","A. CO2 and H2   |   B. CO and H2   |   C. CO2 and H2O   |   D. CO and H2O"
875,KEEP,"Human body works in the pH range of:","A. 6.8 - 7.2   |   B. 7.0 - 7.8   |   C. 6.5 - 7.5   |   D. 7.5 - 8.0"
876,KEEP,"Which one among the following statements with reference to the properties of water is not correct?","A. The specific heat of water is abnormally high.   |   B. Latent heat of fusion of water is very low.   |   C. Density of water is higher than ice.   |   D. Pure water is a non-conductor of electricity."
877,KEEP,"Which one among the following compounds has a sweet and fruity smell?","A. Ethyl alcohol   |   B. Acetic acid   |   C. Ethyl acetate   |   D. Acetophenone"
878,KEEP,"What is the coordination number of Na+ and Cl- ions in NaCl lattice?","A. 6, 1   |   B. 1, 6   |   C. 6, 6   |   D. 5, 5"
879,KEEP,"Which one among the following is present in the nettle leaf hairs that causes burning pain?","A. Methanoic acid   |   B. Ethanoic acid   |   C. Benzoic acid   |   D. Acetic acid"
880,KEEP,"Which one among the following is known as Milk of Magnesia?","A. Magnesium bicarbonate   |   B. Magnesium carbonate   |   C. Magnesium sulphate   |   D. Magnesium hydroxide"
881,KEEP,"Which among the following is the correct composition of Borax?","A. Sodium, Boron, Magnesium and Hydrogen   |   B. Sodium, Boron, Oxygen and Hydrogen   |   C. Potassium, Boron, Oxygen and Hydrogen   |   D. Sodium, Boron, Nitrogen and Hydrogen"
882,KEEP,"Which one among the following oxides has the highest melting point?","A. Na2O   |   B. MgO   |   C. Fe2O3   |   D. CuO"
883,KEEP,"Which of the following statements regarding neap tides is/are correct? 1. It occurs every 14-15 days, which coincides with the first and third quarter of the Moon. 2. This tide has a small tidal range because the gravitational forces of the Moon and the Sun are in quadrature. Select the answer using the code given below:","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
884,KEEP,"Which of the following statements regarding earthquakes is/are correct? 1. The point on the Earth's surface directly above the focus is called the epicentre of the earthquake. 2. Earthquakes generate Primary and Secondary waves that radiate outward from the earthquake focus. 3. Deep-focus earthquakes are likely to cause more damage than shallow-focus earthquakes. Select the answer using the code given below:","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
885,KEEP,"Which of the following statements regarding air temperature is/are correct? 1. Air temperature is measured at a standard height of 1.2 m (4.0 feet) above the ground surface. 2. The average rate of temperature decrease with height is termed as the environmental temperature lapse rate. Select the answer using the code given below:","A. 1 only   |   B. 2 only   |   C. Both 1 and 2   |   D. Neither 1 nor 2"
886,KEEP,"Which of the following statements regarding humidity is/are correct? 1. It is a ratio between the actual amount of water vapour present in the atmosphere and the maximum amount it can hold at a given temperature. 2. When the relative humidity is high, more water evaporates from the skin. 3. Higher the air temperature lower the relative humidity of the air. Select the answer using the code given below:","A. 1 only   |   B. 2 and 3 only   |   C. 1 and 3 only   |   D. 1, 2 and 3"
887,KEEP,"Which of the following statements regarding cyclones and anti-cyclones is/are correct? 1. In the Northern Hemisphere, cyclones rotate counter clockwise and anticyclones rotate clockwise. 2. Cyclones are often associated with cloudy or rainy weather, whereas anticyclones are often associated with fair weather. 3. In the Southern Hemisphere, the cyclonic spiral will be clockwise because the Coriolis force acts to the left. Select the answer using the code given below:","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
888,KEEP,"Identify the sea-port in India on the basis of the given characteristics: 1. It is more than a century old port on the west coast of India. 2. It is a natural harbour protected by a breakwater and also by a mole. 3. A deep draft channel of about 14 metres depth permits large vessels to enter the harbour. Select the correct sea-port from the options given below:","A. Mormugao Port   |   B. Deendayal Port   |   C. Cochin Port   |   D. Jawaharlal Nehru Port"
889,KEEP,"Identify the Iron and Steel Plant on the basis of the given characteristics: 1. It receives coal from Jharia and iron-ore from Sundargarh and Kendujhar. 2. Power for the electric furnaces is procured from Hirakund. 3. Water is obtained from Koel and Sankh rivers. Select the correct Iron and Steel Plant from the options given below:","A. Bhilai Steel Plant   |   B. Durgapur Steel Plant   |   C. Rourkela Steel Plant   |   D. Bokaro Steel Plant"
890,KEEP,"Which of the following statements regarding Earth's internal structure is/are correct? 1. The oceanic crust is heavier than the continental crust. 2. Most of the Earth's internal heat is contained within the mantle. 3. Large convective cells in the crust circulate heat and drive plate-tectonic processes. Select the answer using the code given below:","A. 3 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
891,KEEP,"Which of the following statements regarding the given rivers is/are correct? 1. Tsangpo crosses over into India under the name of Dihang. 2. Godavari has the second largest river basin covering about 10 percent of the area of India. 3. Rivers Chambal and Betwa are the important tributaries of river Ganga which join river Ganga directly in Uttar Pradesh. Select the answer using the code given below:","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
892,KEEP,"Which of the following statements regarding the World Climate Types and their relation with Inter Tropical Convergence Zone (ITCZ) is/are correct? 1. Tropical Wet Climate is one of the world's rainiest due to the dominance of the ITCZ over it. 2. Tropical Savanna Climate experiences a distinctive alternation of wet and dry seasons, caused chiefly by the seasonal shift in latitude of the subtropical highs and ITCZ. 3. The Tropical Monsoonal Climate experiences heavy rainfall as a consequence of the nearness of the ITCZ for much of the year. Select the answer using the code given below:","A. 1 only   |   B. 1 and 2 only   |   C. 2 and 3 only   |   D. 1, 2 and 3"
893,KEEP,"Which of the following statements regarding tropical cyclones is/are correct? 1. These storms develop during the summer and autumn in every tropical ocean except the South Atlantic and eastern South Pacific Oceans. 2. Tropical cyclones that occur in the North Atlantic and eastern North Pacific Oceans are known as typhoons. 3. Tropical cyclones that occur in the Indian and South Pacific Oceans are called cyclones. Select the answer using the code given below:","A. 3 only   |   B. 1 and 2 only   |   C. 1 and 3 only   |   D. 1, 2 and 3"
894,KEEP,"Identify the land biome on the basis of the given characteristics: 1. Their climates are characterised by high rainfall and temperatures that vary from cold to mild. 2. These forests contain primarily deciduous trees - including maple, oak, hickory and beechwood. 3. Raccoons, opossums, bats and squirrels are found in the trees. Select the correct land biome from the options given below:","A. Tropical forest   |   B. Temperate forest   |   C. Boreal forest   |   D. Mediterranean forest"
895,KEEP,"Leaves of most plants appear green because the chlorophyll present in it:","A. absorbs red and blue light while reflecting green light.   |   B. absorbs green light only.   |   C. absorbs green light while reflecting red and blue light.   |   D. reflects red light and absorbs blue and green light."
896,KEEP,"In most prokaryotes, the chromosome number is:","A. 4   |   B. 3   |   C. 2   |   D. 1"
897,KEEP,"Bacterial DNA is referred to as naked because it is not associated with:","A. any scaffold   |   B. proteins   |   C. ribozymes   |   D. plasmid"
898,KEEP,"Which one among the following cells produces antibodies against a foreign antigen?","A. Lymphocytes   |   B. Erythrocytes   |   C. Eosinophils   |   D. Platelets"
899,KEEP,"If the block P as shown in the figure below were to be at rest, what should the magnitude of force F be?","A. 5 N   |   B. 6 N   |   C. 8 N   |   D. 10 N"
900,KEEP,"Of the following, which does not belong to a nuclear reactor?","A. A turbine   |   B. A heat exchanger   |   C. A mechanism to reduce CO2 emission   |   D. A reaction chamber"
901,KEEP,"Consider the following electric circuit: [Circuit diagram shows 5 ohm in series with a parallel combination of 10 ohm, 0 ohm, and 10 ohm, followed by another 5 ohm resistor. Total voltage = 10V]. The current in the above electric circuit is:","A. 1 A   |   B. (10/15) A   |   C. 2 A   |   D. 1.5 A"
902,KEEP,"A microscope may be a combination of:","A. two convex lenses   |   B. a convex and a concave lens   |   C. two concave lenses   |   D. a convex lens and a convex mirror"
903,KEEP,"For a human eye, where u is the distance of an object from the eye, f is the focal length of the lens and v is the distance of image from the eye, which is the correct schematic graph?","A. Graph A   |   B. Graph B   |   C. Graph C   |   D. Graph D"
904,KEEP,"Which of the following statements with regard to the phenomenon of the primary rainbow formation by water droplets is/are correct?","A. 1 only   |   B. 1 and 3   |   C. 3 and 4   |   D. 2 and 3"
